Explanation,Bounds
"['Glucose > 0.70', 'SkinThickness > 0.32', 'BMI > 0.46', 'Pregnancies > 0.06']","[[0.060001 1.      ]
 [0.700001 1.      ]
 [0.       1.      ]
 [0.320001 1.      ]
 [0.       1.      ]
 [0.460001 1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Glucose <= 0.59', 'SkinThickness <= 0.32']","[[0.   1.  ]
 [0.   0.59]
 [0.   1.  ]
 [0.   0.32]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose > 0.70', 'BMI > 0.54', 'SkinThickness > 0.32', 'BloodPressure <= 0.67']","[[0.       1.      ]
 [0.700001 1.      ]
 [0.       0.67    ]
 [0.320001 1.      ]
 [0.       1.      ]
 [0.540001 1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Glucose <= 0.50', 'Age <= 0.14']","[[0.   1.  ]
 [0.   0.5 ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.14]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose <= 0.70', 'BMI <= 0.46']","[[0.   1.  ]
 [0.   0.7 ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.46]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose <= 0.70', 'SkinThickness <= 0.32', 'BloodPressure > 0.51', 'Age <= 0.35']","[[0.       1.      ]
 [0.       0.7     ]
 [0.510001 1.      ]
 [0.       0.32    ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       0.35    ]]"
"['Glucose > 0.70', 'BMI > 0.54', 'DiabetesPedigreeFunction > 0.07', 'Age > 0.05', 'BloodPressure <= 0.67']","[[0.       1.      ]
 [0.700001 1.      ]
 [0.       0.67    ]
 [0.       1.      ]
 [0.       1.      ]
 [0.540001 1.      ]
 [0.070001 1.      ]
 [0.050001 1.      ]]"
"['Glucose <= 0.59', 'BMI <= 0.46']","[[0.   1.  ]
 [0.   0.59]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.46]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose > 0.70', 'BMI > 0.54', 'Pregnancies > 0.35', 'DiabetesPedigreeFunction > 0.07']","[[0.350001 1.      ]
 [0.700001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.540001 1.      ]
 [0.070001 1.      ]
 [0.       1.      ]]"
"['Glucose <= 0.70', 'SkinThickness <= 0.00']","[[0.  1. ]
 [0.  0.7]
 [0.  1. ]
 [0.  0. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose <= 0.50', 'BMI <= 0.40']","[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  0.4]
 [0.  1. ]
 [0.  1. ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose <= 0.50', 'Insulin <= 0.00']","[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  0. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose <= 0.50', 'Insulin <= 0.00']","[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  0. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
['Glucose <= 0.59'],"[[0.   1.  ]
 [0.   0.59]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose <= 0.70', 'BMI <= 0.40']","[[0.  1. ]
 [0.  0.7]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  0.4]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose > 0.70', 'BMI > 0.54', 'Age > 0.35']","[[0.       1.      ]
 [0.700001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.540001 1.      ]
 [0.       1.      ]
 [0.350001 1.      ]]"
"['Glucose > 0.70', 'BMI > 0.54', 'DiabetesPedigreeFunction > 0.23', 'BloodPressure <= 0.57']","[[0.       1.      ]
 [0.700001 1.      ]
 [0.       0.57    ]
 [0.       1.      ]
 [0.       1.      ]
 [0.540001 1.      ]
 [0.230001 1.      ]
 [0.       1.      ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose <= 0.59', 'Pregnancies <= 0.18']","[[0.   0.18]
 [0.   0.59]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose > 0.59', 'SkinThickness > 0.32', 'BMI > 0.54', 'BloodPressure <= 0.51', 'Insulin > 0.14', 'DiabetesPedigreeFunction > 0.12']","[[0.       1.      ]
 [0.590001 1.      ]
 [0.       0.51    ]
 [0.320001 1.      ]
 [0.140001 1.      ]
 [0.540001 1.      ]
 [0.120001 1.      ]
 [0.       1.      ]]"
"['Glucose <= 0.59', 'SkinThickness <= 0.32']","[[0.   1.  ]
 [0.   0.59]
 [0.   1.  ]
 [0.   0.32]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose > 0.59', 'BMI > 0.46', 'Pregnancies > 0.35', 'SkinThickness > 0.21', 'DiabetesPedigreeFunction > 0.12', 'Age > 0.35', 'Insulin > 0.14', 'BloodPressure <= 0.67']","[[0.350001 1.      ]
 [0.590001 1.      ]
 [0.       0.67    ]
 [0.210001 1.      ]
 [0.140001 1.      ]
 [0.460001 1.      ]
 [0.120001 1.      ]
 [0.350001 1.      ]]"
"['Glucose <= 0.70', '0.05 < Age <= 0.14', 'Pregnancies <= 0.35', 'BloodPressure > 0.67', 'DiabetesPedigreeFunction > 0.12', 'BMI > 0.40', 'Insulin > 0.00']","[[0.00000e+00 3.50000e-01]
 [0.00000e+00 7.00000e-01]
 [6.70001e-01 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [4.00001e-01 1.00000e+00]
 [1.20001e-01 1.00000e+00]
 [5.00010e-02 1.40000e-01]]"
"['Glucose <= 0.50', 'Insulin <= 0.00']","[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  0. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose > 0.70', 'DiabetesPedigreeFunction > 0.23', 'Age > 0.35', 'SkinThickness > 0.00', 'BMI > 0.40']","[[0.00000e+00 1.00000e+00]
 [7.00001e-01 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [4.00001e-01 1.00000e+00]
 [2.30001e-01 1.00000e+00]
 [3.50001e-01 1.00000e+00]]"
"['BMI <= 0.40', 'DiabetesPedigreeFunction <= 0.07', 'SkinThickness <= 0.21']","[[0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.21]
 [0.   1.  ]
 [0.   0.4 ]
 [0.   0.07]
 [0.   1.  ]]"
"['Glucose > 0.70', 'SkinThickness > 0.32', 'Age > 0.35', 'Pregnancies > 0.18']","[[0.180001 1.      ]
 [0.700001 1.      ]
 [0.       1.      ]
 [0.320001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.350001 1.      ]]"
['Glucose <= 0.59'],"[[0.   1.  ]
 [0.   0.59]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose <= 0.70', 'BMI <= 0.46']","[[0.   1.  ]
 [0.   0.7 ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.46]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose <= 0.59', 'DiabetesPedigreeFunction <= 0.23']","[[0.   1.  ]
 [0.   0.59]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.23]
 [0.   1.  ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose > 0.59', 'BMI > 0.54', 'Pregnancies > 0.35', '0.00 < Insulin <= 0.14', 'SkinThickness > 0.21', 'Age > 0.35', 'BloodPressure <= 0.57']","[[3.50001e-01 1.00000e+00]
 [5.90001e-01 1.00000e+00]
 [0.00000e+00 5.70000e-01]
 [2.10001e-01 1.00000e+00]
 [1.00000e-06 1.40000e-01]
 [5.40001e-01 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [3.50001e-01 1.00000e+00]]"
"['Glucose > 0.70', 'SkinThickness > 0.32', 'BMI > 0.54', 'BloodPressure <= 0.67']","[[0.       1.      ]
 [0.700001 1.      ]
 [0.       0.67    ]
 [0.320001 1.      ]
 [0.       1.      ]
 [0.540001 1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Glucose <= 0.70', 'Age <= 0.14', 'BloodPressure > 0.67', '0.06 < Pregnancies <= 0.35', 'DiabetesPedigreeFunction > 0.07', 'BMI > 0.40', 'Insulin > 0.14']","[[0.060001 0.35    ]
 [0.       0.7     ]
 [0.670001 1.      ]
 [0.       1.      ]
 [0.140001 1.      ]
 [0.400001 1.      ]
 [0.070001 1.      ]
 [0.       0.14    ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
['Glucose <= 0.59'],"[[0.   1.  ]
 [0.   0.59]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]]"
"['SkinThickness <= 0.00', 'Age <= 0.05', 'Insulin <= 0.00', 'BloodPressure > 0.51']","[[0.       1.      ]
 [0.       1.      ]
 [0.510001 1.      ]
 [0.       0.      ]
 [0.       0.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       0.05    ]]"
"['Glucose > 0.59', 'SkinThickness > 0.32', 'BMI > 0.54', 'Pregnancies > 0.35', 'DiabetesPedigreeFunction > 0.12', 'Age > 0.14']","[[0.350001 1.      ]
 [0.590001 1.      ]
 [0.       1.      ]
 [0.320001 1.      ]
 [0.       1.      ]
 [0.540001 1.      ]
 [0.120001 1.      ]
 [0.140001 1.      ]]"
"['Glucose > 0.70', 'DiabetesPedigreeFunction > 0.23', 'BMI > 0.46', 'Insulin > 0.14']","[[0.       1.      ]
 [0.700001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.140001 1.      ]
 [0.460001 1.      ]
 [0.230001 1.      ]
 [0.       1.      ]]"
"['Glucose <= 0.50', 'Pregnancies > 0.06']","[[0.060001 1.      ]
 [0.       0.5     ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['BloodPressure > 0.67', 'SkinThickness <= 0.00', 'Pregnancies > 0.35']","[[0.350001 1.      ]
 [0.       1.      ]
 [0.670001 1.      ]
 [0.       0.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Glucose <= 0.59', 'SkinThickness <= 0.32']","[[0.   1.  ]
 [0.   0.59]
 [0.   1.  ]
 [0.   0.32]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose <= 0.70', 'Age <= 0.05', 'BloodPressure > 0.57']","[[0.       1.      ]
 [0.       0.7     ]
 [0.570001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       0.05    ]]"
"['Glucose > 0.59', 'SkinThickness > 0.32', 'BMI > 0.54', 'DiabetesPedigreeFunction > 0.23', 'Age > 0.14', 'Pregnancies > 0.06', 'Insulin > 0.14']","[[0.060001 1.      ]
 [0.590001 1.      ]
 [0.       1.      ]
 [0.320001 1.      ]
 [0.140001 1.      ]
 [0.540001 1.      ]
 [0.230001 1.      ]
 [0.140001 1.      ]]"
"['Glucose > 0.70', 'SkinThickness > 0.21', 'Insulin > 0.14', 'BMI > 0.46', 'BloodPressure <= 0.51']","[[0.       1.      ]
 [0.700001 1.      ]
 [0.       0.51    ]
 [0.210001 1.      ]
 [0.140001 1.      ]
 [0.460001 1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Glucose <= 0.70', 'DiabetesPedigreeFunction <= 0.12', 'BloodPressure <= 0.67']","[[0.   1.  ]
 [0.   0.7 ]
 [0.   0.67]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.12]
 [0.   1.  ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
['Glucose <= 0.59'],"[[0.   1.  ]
 [0.   0.59]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['BMI <= 0.46', 'DiabetesPedigreeFunction <= 0.12', '0.00 < SkinThickness <= 0.32', 'Age <= 0.35']","[[0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [1.0e-06 3.2e-01]
 [0.0e+00 1.0e+00]
 [0.0e+00 4.6e-01]
 [0.0e+00 1.2e-01]
 [0.0e+00 3.5e-01]]"
"['Glucose <= 0.70', 'SkinThickness <= 0.00']","[[0.  1. ]
 [0.  0.7]
 [0.  1. ]
 [0.  0. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose > 0.70', 'BMI > 0.54', 'DiabetesPedigreeFunction > 0.23']","[[0.       1.      ]
 [0.700001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.540001 1.      ]
 [0.230001 1.      ]
 [0.       1.      ]]"
"['Glucose <= 0.70', 'DiabetesPedigreeFunction <= 0.12']","[[0.   1.  ]
 [0.   0.7 ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.12]
 [0.   1.  ]]"
"['Glucose <= 0.70', 'SkinThickness <= 0.21', 'Pregnancies > 0.06']","[[0.060001 1.      ]
 [0.       0.7     ]
 [0.       1.      ]
 [0.       0.21    ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Glucose > 0.70', 'BMI > 0.46', 'Insulin > 0.14', 'Pregnancies > 0.06']","[[0.060001 1.      ]
 [0.700001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.140001 1.      ]
 [0.460001 1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Glucose <= 0.70', 'SkinThickness <= 0.00']","[[0.  1. ]
 [0.  0.7]
 [0.  1. ]
 [0.  0. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose <= 0.50', 'Insulin <= 0.00']","[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  0. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose <= 0.70', 'SkinThickness <= 0.00']","[[0.  1. ]
 [0.  0.7]
 [0.  1. ]
 [0.  0. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose <= 0.50', 'Insulin <= 0.00']","[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  0. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose <= 0.70', 'BMI <= 0.54', 'Pregnancies <= 0.06']","[[0.   0.06]
 [0.   0.7 ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.54]
 [0.   1.  ]
 [0.   1.  ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose <= 0.70', 'BMI <= 0.40']","[[0.  1. ]
 [0.  0.7]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  0.4]
 [0.  1. ]
 [0.  1. ]]"
"['SkinThickness <= 0.00', 'Insulin <= 0.14', 'BMI <= 0.54', 'Pregnancies > 0.35']","[[0.350001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       0.      ]
 [0.       0.14    ]
 [0.       0.54    ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Glucose > 0.70', 'SkinThickness > 0.21', 'Age > 0.14', 'BMI > 0.46', 'Pregnancies > 0.18']","[[0.180001 1.      ]
 [0.700001 1.      ]
 [0.       1.      ]
 [0.210001 1.      ]
 [0.       1.      ]
 [0.460001 1.      ]
 [0.       1.      ]
 [0.140001 1.      ]]"
"['Glucose > 0.70', 'BMI > 0.46', '0.18 < Pregnancies <= 0.35', 'Age > 0.14', 'BloodPressure <= 0.57']","[[0.180001 0.35    ]
 [0.700001 1.      ]
 [0.       0.57    ]
 [0.       1.      ]
 [0.       1.      ]
 [0.460001 1.      ]
 [0.       1.      ]
 [0.140001 1.      ]]"
['Glucose <= 0.59'],"[[0.   1.  ]
 [0.   0.59]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]]"
"['BMI <= 0.54', '0.00 < SkinThickness <= 0.21', 'Pregnancies <= 0.18', 'Insulin <= 0.14']","[[0.0e+00 1.8e-01]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [1.0e-06 2.1e-01]
 [0.0e+00 1.4e-01]
 [0.0e+00 5.4e-01]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]]"
"['Glucose > 0.70', 'BMI > 0.54', 'DiabetesPedigreeFunction > 0.23', 'Age > 0.35']","[[0.       1.      ]
 [0.700001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.540001 1.      ]
 [0.230001 1.      ]
 [0.350001 1.      ]]"
['Glucose <= 0.59'],"[[0.   1.  ]
 [0.   0.59]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose <= 0.59', 'SkinThickness <= 0.32']","[[0.   1.  ]
 [0.   0.59]
 [0.   1.  ]
 [0.   0.32]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose <= 0.50', 'BMI <= 0.46']","[[0.   1.  ]
 [0.   0.5 ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.46]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose <= 0.59', 'Age <= 0.14']","[[0.   1.  ]
 [0.   0.59]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.14]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose <= 0.50', 'Pregnancies > 0.35']","[[0.350001 1.      ]
 [0.       0.5     ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['BMI <= 0.46', 'DiabetesPedigreeFunction <= 0.07', 'Age <= 0.14']","[[0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.46]
 [0.   0.07]
 [0.   0.14]]"
"['Glucose <= 0.50', 'Insulin > 0.00']","[[0.e+00 1.e+00]
 [0.e+00 5.e-01]
 [0.e+00 1.e+00]
 [0.e+00 1.e+00]
 [1.e-06 1.e+00]
 [0.e+00 1.e+00]
 [0.e+00 1.e+00]
 [0.e+00 1.e+00]]"
"['Glucose > 0.70', 'BMI > 0.46', 'Pregnancies > 0.35', '0.51 < BloodPressure <= 0.57', '0.05 < Age <= 0.35']","[[0.350001 1.      ]
 [0.700001 1.      ]
 [0.510001 0.57    ]
 [0.       1.      ]
 [0.       1.      ]
 [0.460001 1.      ]
 [0.       1.      ]
 [0.050001 0.35    ]]"
"['Glucose <= 0.50', 'BMI <= 0.40']","[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  0.4]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose <= 0.70', 'BMI <= 0.46']","[[0.   1.  ]
 [0.   0.7 ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.46]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose <= 0.70', 'Age <= 0.14']","[[0.   1.  ]
 [0.   0.7 ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.14]]"
"['Glucose > 0.70', 'BMI > 0.46', 'DiabetesPedigreeFunction > 0.23', 'SkinThickness > 0.21']","[[0.       1.      ]
 [0.700001 1.      ]
 [0.       1.      ]
 [0.210001 1.      ]
 [0.       1.      ]
 [0.460001 1.      ]
 [0.230001 1.      ]
 [0.       1.      ]]"
"['Glucose <= 0.70', 'SkinThickness <= 0.00']","[[0.  1. ]
 [0.  0.7]
 [0.  1. ]
 [0.  0. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose <= 0.59', 'Pregnancies <= 0.18']","[[0.   0.18]
 [0.   0.59]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose <= 0.59', 'Insulin <= 0.14', 'DiabetesPedigreeFunction > 0.12']","[[0.       1.      ]
 [0.       0.59    ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       0.14    ]
 [0.       1.      ]
 [0.120001 1.      ]
 [0.       1.      ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose <= 0.70', 'SkinThickness <= 0.32']","[[0.   1.  ]
 [0.   0.7 ]
 [0.   1.  ]
 [0.   0.32]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose <= 0.70', 'SkinThickness <= 0.00']","[[0.  1. ]
 [0.  0.7]
 [0.  1. ]
 [0.  0. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose > 0.70', 'SkinThickness > 0.00', 'Insulin > 0.14', 'BloodPressure > 0.57', 'BMI > 0.40', 'Pregnancies > 0.06', 'Age > 0.14', 'DiabetesPedigreeFunction > 0.07']","[[6.00010e-02 1.00000e+00]
 [7.00001e-01 1.00000e+00]
 [5.70001e-01 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [1.40001e-01 1.00000e+00]
 [4.00001e-01 1.00000e+00]
 [7.00010e-02 1.00000e+00]
 [1.40001e-01 1.00000e+00]]"
"['Glucose <= 0.50', 'BMI <= 0.46']","[[0.   1.  ]
 [0.   0.5 ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.46]
 [0.   1.  ]
 [0.   1.  ]]"
"['BMI <= 0.40', 'DiabetesPedigreeFunction <= 0.07', 'SkinThickness <= 0.21']","[[0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.21]
 [0.   1.  ]
 [0.   0.4 ]
 [0.   0.07]
 [0.   1.  ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
['Glucose <= 0.50'],"[[0.  1. ]
 [0.  0.5]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
['Glucose <= 0.59'],"[[0.   1.  ]
 [0.   0.59]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]]"
"['Glucose > 0.70', 'BMI > 0.40', 'Pregnancies > 0.18', 'BloodPressure <= 0.51', 'Age > 0.14']","[[0.180001 1.      ]
 [0.700001 1.      ]
 [0.       0.51    ]
 [0.       1.      ]
 [0.       1.      ]
 [0.400001 1.      ]
 [0.       1.      ]
 [0.140001 1.      ]]"
"['Glucose <= 0.70', 'SkinThickness <= 0.00']","[[0.  1. ]
 [0.  0.7]
 [0.  1. ]
 [0.  0. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]
 [0.  1. ]]"
"['Glucose > 0.70', 'SkinThickness > 0.32', 'Age > 0.14', 'BMI > 0.40']","[[0.       1.      ]
 [0.700001 1.      ]
 [0.       1.      ]
 [0.320001 1.      ]
 [0.       1.      ]
 [0.400001 1.      ]
 [0.       1.      ]
 [0.140001 1.      ]]"
"['Glucose > 0.70', 'BMI > 0.54', 'SkinThickness > 0.32']","[[0.       1.      ]
 [0.700001 1.      ]
 [0.       1.      ]
 [0.320001 1.      ]
 [0.       1.      ]
 [0.540001 1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Glucose <= 0.70', 'BMI <= 0.46']","[[0.   1.  ]
 [0.   0.7 ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.46]
 [0.   1.  ]
 [0.   1.  ]]"
